OBJECTID,mifcode,strecke_nr,richtung,laenge,von_km_i,bis_km_i,von_km_l,bis_km_l,elektrifiz,bahnnutzun,geschwindi,strecke_ku,gleisanzah,bahnart,kmspru_typ,kmspru_t00,Shape__Length,Shape__Length_2
6093,xka_mrk_830,3400,0,1294,100810000,100940000,"8,1 + 0","9,4 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn, , ,,
6094,xka_mrk_830,6110,0,4662,102210038,102680000,"22,1 + 38","26,8 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn, , ,,
6095,xka_mrk_830,1231,2,663,100070043,100140006,"0,7 + 43","1,4 + 6",Oberleitung,Pz-Bahn,bis 50 km/h,HH-Altona - HH-Langenfelde,zweigleisig,Hauptbahn, , ,,
6096,xka_mrk_830,5501,0,6397,112900000,113540000,"129,0 + 0","135,4 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,München - Treuchtlingen,zweigleisig,Hauptbahn, , ,,
6097,xka_mrk_830,6110,0,4100,102680000,103090000,"26,8 + 0","30,9 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn, , ,,
6098,xka_mrk_830,1248,0,34,103060046,103060080,"30,6 + 46","30,6 + 80",Oberleitung,Hafenbahn, ,Hamburg Süd - Hamburg-Veddel,eingleisig,Nebenbahn, , ,,
6099,xka_mrk_830,5501,0,1100,113540000,113650000,"135,4 + 0","136,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,München - Treuchtlingen,zweigleisig,Hauptbahn, , ,,
6100,xka_mrk_830,1231,2,717,100140006,100210022,"1,4 + 6","2,1 + 22",Oberleitung,Pz-Bahn,bis 50 km/h,HH-Altona - HH-Langenfelde,zweigleisig,Hauptbahn, , ,,
6101,xka_mrk_830,6419,0,395,100040005,100080000,"0,4 + 5","0,8 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dessau - Köthen,eingleisig,Hauptbahn, , ,,
6102,xka_mrk_830,6419,0,19205,100080000,102000000,"0,8 + 0","20,0 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dessau - Köthen,eingleisig,Hauptbahn, , ,,
6103,xka_mrk_830,4314,0,614,99979965,100030080,"-0,2 + -34","0,3 + 80",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Müllheim - Neuenburg,eingleisig,Nebenbahn, , ,,
6104,xka_mrk_830,6110,0,4600,103090000,103550000,"30,9 + 0","35,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn, , ,,
6105,xka_mrk_830,5501,0,265,113650000,113670065,"136,5 + 0","136,7 + 65",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,München - Treuchtlingen,zweigleisig,Hauptbahn, , ,,
6106,xka_mrk_830,1232,2,116,100140084,100160000,"1,4 + 84","1,6 + 0",Oberleitung,Gz-Bahn,bis 50 km/h,Abzw Rainweg - HH-Eidelstedt,zweigleisig,Hauptbahn, , ,,
6107,xka_mrk_830,3400,0,666,100940000,101000066,"9,4 + 0","10,0 + 66",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn, , ,,
6108,xka_mrk_830,2600,0,314,100110000,100140014,1.1 +     0,"1,4 + 14",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köln - Aachen (DB-Grenze),eingleisig,Hauptbahn,Fehllänge abgehend, ,,
6109,xka_mrk_830,6110,0,900,103550000,103640000,"35,5 + 0","36,4 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn, , ,,
6110,xka_mrk_830,6419,0,19205,100080000,102000000,"0,8 + 0","20,0 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dessau - Köthen,eingleisig,Hauptbahn, , ,,
6111,xka_mrk_830,3400,0,5834,101000066,101590000,"10,0 + 66","15,9 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn, , ,,
6112,xka_mrk_830,5502,0,1297,100000055,100130052,"0,0 + 55","1,3 + 52",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dachau - Altomünster,eingleisig,Nebenbahn, , ,,
6113,xka_mrk_830,6110,0,45201,103640000,108160000,"36,4 + 0",81.6 +     0,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn, ,Überlängenanfang,,
6114,xka_mrk_830,2600,0,486,100140014,100190000,"1,4 + 14","1,9 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köln - Aachen (DB-Grenze),eingleisig,Hauptbahn, , ,,
6115,xka_mrk_830,1232,2,1632,100550000,100710032,"5,5 + 0","7,1 + 32",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Abzw Rainweg - HH-Eidelstedt,zweigleisig,Hauptbahn, , ,,
6116,xka_mrk_830,1250,0,671,135240056,135310027,"352,4 + 56","353,1 + 27",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,HH Oberhafen - Hamburg Hbf,zweigleisig,Hauptbahn, , ,,
6117,xka_mrk_830,6110,0,45201,103640000,108160000,"36,4 + 0",81.6 +     0,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn, ,Überlängenanfang,,
6118,xka_mrk_830,3400,0,2600,101590000,101850000,"15,9 + 0","18,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn, , ,,
6119,xka_mrk_830,6419,0,500,102000000,102050000,"20,0 + 0","20,5 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dessau - Köthen,eingleisig,Hauptbahn, , ,,
6120,xka_mrk_830,5502,0,5208,100130052,100650060,"1,3 + 52","6,5 + 60",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dachau - Altomünster,eingleisig,Nebenbahn, , ,,
6121,xka_mrk_830,1250,0,454,135310027,135350081,"353,1 + 27","353,5 + 81",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,HH Oberhafen - Hamburg Hbf,zweigleisig,Hauptbahn, , ,,
6122,xka_mrk_830,4314,0,200,100030080,100050080,"0,3 + 80","0,5 + 80",Oberleitung,Gz-Bahn,bis 50 km/h,Müllheim - Neuenburg,eingleisig,Nebenbahn, , ,,
6123,xka_mrk_830,3400,0,1300,101850000,101980000,"18,5 + 0","19,8 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn, , ,,
6124,xka_mrk_830,6110,0,45201,103640000,108160000,"36,4 + 0",81.6 +     0,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn, ,Überlängenanfang,,
6125,xka_mrk_830,1250,0,898,135350081,135440079,"353,5 + 81","354,4 + 79",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,HH Oberhafen - Hamburg Hbf,zweigleisig,Hauptbahn, , ,,
6126,xka_mrk_830,5502,0,680,100650060,100720040,"6,5 + 60","7,2 + 40",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dachau - Altomünster,eingleisig,Nebenbahn, , ,,
6127,xka_mrk_830,2600,0,25,100190000,100190025,"1,9 + 0",1.9 +    25,Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Köln - Aachen (DB-Grenze),eingleisig,Hauptbahn, ,Fehllänge ankommend,,
6128,xka_mrk_830,6419,0,312,102050000,102080012,"20,5 + 0","20,8 + 12",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Dessau - Köthen,eingleisig,Hauptbahn, , ,,
6129,xka_mrk_830,1232,2,1532,100710032,100860064,"7,1 + 32","8,6 + 64",Oberleitung,Gz-Bahn,bis 50 km/h,Abzw Rainweg - HH-Eidelstedt,zweigleisig,Hauptbahn, , ,,
6130,xka_mrk_830,6110,0,45201,103640000,108160000,"36,4 + 0",81.6 +     0,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn, ,Überlängenanfang,,
6131,xka_mrk_830,3400,0,1900,101980000,102170000,"19,8 + 0","21,7 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn, , ,,
6132,xka_mrk_830,5502,0,430,100720040,100760070,"7,2 + 40","7,6 + 70",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dachau - Altomünster,eingleisig,Nebenbahn, , ,,
6133,xka_mrk_830,6110,0,150,108160000,108170032,81.6 +     0,81.7 +    32,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn,Überlängenanfang,Überlängenende,,
6134,xka_mrk_830,1239,2,39,101160011,101160050,"11,6 + 11","11,6 + 50",Stromschiene,S-Bahn,ab 50 bis 100 km/h,HH-Ohlsdorf - Hamburg Airport,zweigleisig,Hauptbahn, , ,,
6135,xka_mrk_830,6419,0,381,102080012,102110093,"20,8 + 12","21,1 + 93",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Dessau - Köthen,zweigleisig,Hauptbahn, , ,,
6136,xka_mrk_830,3400,0,800,102170000,102250000,"21,7 + 0","22,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn, , ,,
6137,xka_mrk_830,5502,0,210,100760070,100780080,"7,6 + 70","7,8 + 80",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dachau - Altomünster,eingleisig,Nebenbahn, , ,,
6138,xka_mrk_830,6110,0,12068,108170032,109380000,81.7 +    32,93.8 +     0,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn,Überlängenende,Überlängenanfang,,
6139,xka_mrk_830,4314,0,1420,100050080,100200000,"0,5 + 80","2,0 + 0",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Müllheim - Neuenburg,eingleisig,Nebenbahn, , ,,
6140,xka_mrk_830,6420,0,660,99939939,100000000,"-0,6 + -60","0,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köthen - Aschersleben,zweigleisig,Hauptbahn, , ,,
6141,xka_mrk_830,5502,0,74,100780080,100790054,"7,8 + 80","7,9 + 54",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dachau - Altomünster,eingleisig,Nebenbahn, , ,,
6142,xka_mrk_830,1250,0,972,135440079,135540051,"354,4 + 79","355,4 + 51",Oberleitung,Pz/Gz-Bahn,bis 50 km/h,HH Oberhafen - Hamburg Hbf,zweigleisig,Hauptbahn, , ,,
6143,xka_mrk_830,3400,0,500,102250000,102300000,"22,5 + 0","23,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn, , ,,
6144,xka_mrk_830,2600,0,0,100190025,100190050,1.9 +    25,1.9 +    50,Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Köln - Aachen (DB-Grenze),eingleisig,Hauptbahn,Fehllänge ankommend,Fehllänge abgehend,,
6145,xka_mrk_830,6110,0,120,109380000,109390008,93.8 +     0,93.9 +     8,Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn,Überlängenanfang,Überlängenende,,
6146,xka_mrk_830,5502,0,746,100790054,100870000,"7,9 + 54","8,7 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dachau - Altomünster,zweigleisig,Nebenbahn, , ,,
6147,xka_mrk_830,4314,0,870,100200000,100280070,"2,0 + 0","2,8 + 70",Oberleitung,Gz-Bahn,bis 50 km/h,Müllheim - Neuenburg,eingleisig,Nebenbahn, , ,,
6148,xka_mrk_830,6420,0,100,100000000,100010000,"0,0 + 0","0,1 + 0",Oberleitung,Pz/Gz-Bahn,bis 50 km/h,Köthen - Aschersleben,zweigleisig,Hauptbahn, , ,,
6149,xka_mrk_830,1240,2,345,128660053,128690098,"286,6 + 53","286,9 + 98",Stromschiene,S-Bahn,bis 50 km/h,Hamburg Hbf - Hamburg-Altona,zweigleisig,Hauptbahn, , ,,
6150,xka_mrk_830,3400,0,935,102300000,102390035,"23,0 + 0",23.9 +    35,Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn, ,Fehllänge ankommend,,
6151,xka_mrk_830,6110,0,39192,109390008,113310000,93.9 +     8,"133,1 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn,Überlängenende, ,,
6152,xka_mrk_830,6420,0,1300,100010000,100140000,"0,1 + 0","1,4 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köthen - Aschersleben,zweigleisig,Hauptbahn, , ,,
6153,xka_mrk_830,5502,0,750,100870000,100940050,"8,7 + 0","9,4 + 50",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dachau - Altomünster,zweigleisig,Nebenbahn, , ,,
6154,xka_mrk_830,6420,0,100,100140000,100150000,"1,4 + 0","1,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köthen - Aschersleben,zweigleisig,Hauptbahn, , ,,
6155,xka_mrk_830,6110,0,39192,109390008,113310000,93.9 +     8,"133,1 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn,Überlängenende, ,,
6156,xka_mrk_830,1240,2,102,128690098,128710000,"286,9 + 98","287,1 + 0",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Hamburg Hbf - Hamburg-Altona,zweigleisig,Hauptbahn, , ,,
6157,xka_mrk_830,5502,0,1599,100940050,101100049,"9,4 + 50","11,0 + 49",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dachau - Altomünster,zweigleisig,Nebenbahn, , ,,
6158,xka_mrk_830,6110,0,39192,109390008,113310000,93.9 +     8,"133,1 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn,Überlängenende, ,,
6159,xka_mrk_830,1250,0,113,135540051,135550064,"355,4 + 51","355,5 + 64",Oberleitung,Pz/Gz-Bahn,bis 50 km/h,HH Oberhafen - Hamburg Hbf,eingleisig,Hauptbahn, , ,,
6160,xka_mrk_830,2600,0,749,100190050,100260099,1.9 +    50,"2,6 + 99",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Köln - Aachen (DB-Grenze),eingleisig,Hauptbahn,Fehllänge abgehend, ,,
6161,xka_mrk_830,5502,0,5041,101100049,101600090,"11,0 + 49","16,0 + 90",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dachau - Altomünster,eingleisig,Nebenbahn, , ,,
6162,xka_mrk_830,6110,0,6101,113310000,113920000,"133,1 + 0","139,2 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn, , ,,
6163,xka_mrk_830,4314,0,1034,100280070,100390000,"2,8 + 70","3,9 + 0",Oberleitung,Gz-Bahn,bis 50 km/h,Müllheim - Neuenburg,eingleisig,Nebenbahn, , ,,
6164,xka_mrk_830,3400,0,0,102390035,102390060,23.9 +    35,23.9 +    60,Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,Fehllänge ankommend,Fehllänge abgehend,,
6165,xka_mrk_830,6110,0,1391,113920000,114060000,"139,2 + 0","140,6 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn, , ,,
6166,xka_mrk_830,5502,0,410,101600090,101650000,"16,0 + 90","16,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dachau - Altomünster,eingleisig,Nebenbahn, , ,,
6167,xka_mrk_830,6420,0,4200,100150000,100570000,"1,5 + 0","5,7 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köthen - Aschersleben,zweigleisig,Hauptbahn, , ,,
6168,xka_mrk_830,5502,0,6115,101650000,102260015,"16,5 + 0","22,6 + 15",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dachau - Altomünster,eingleisig,Nebenbahn, , ,,
6169,xka_mrk_830,5502,0,1185,102260015,102380000,"22,6 + 15","23,8 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dachau - Altomünster,eingleisig,Nebenbahn, , ,,
6170,xka_mrk_830,1240,2,200,128950000,128970000,"289,5 + 0","289,7 + 0",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Hamburg Hbf - Hamburg-Altona,zweigleisig,Hauptbahn, , ,,
6171,xka_mrk_830,1252,0,2989,99999992,100290082,"-0,0 + -7","2,9 + 82",Oberleitung,Gz-Bahn,bis 50 km/h,Hamburg Unterelbe - Seehafen,eingleisig,Nebenbahn, , ,,
6172,xka_mrk_830,5502,0,6023,102380000,102980023,"23,8 + 0","29,8 + 23",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Dachau - Altomünster,eingleisig,Nebenbahn, , ,,
6173,xka_mrk_830,2600,0,49,100260099,100270048,"2,6 + 99","2,7 + 48",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Köln - Aachen (DB-Grenze),eingleisig,Hauptbahn, , ,,
6174,xka_mrk_830,3400,0,40,102390060,102400000,23.9 +    60,"24,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn,Fehllänge abgehend, ,,
6175,xka_mrk_830,6420,0,5000,100570000,101070000,"5,7 + 0","10,7 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köthen - Aschersleben,zweigleisig,Hauptbahn, , ,,
6176,xka_mrk_830,1240,2,944,128970000,129060044,"289,7 + 0","290,6 + 44",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Hamburg Hbf - Hamburg-Altona,zweigleisig,Hauptbahn, , ,,
6177,xka_mrk_830,6110,0,413,114060000,114100013,"140,6 + 0","141,0 + 13",Oberleitung,Pz/Gz-Bahn,bis 50 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn, , ,,
6178,xka_mrk_830,2600,0,1152,100270048,100390000,"2,7 + 48","3,9 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Köln - Aachen (DB-Grenze),zweigleisig,Hauptbahn, , ,,
6179,xka_mrk_830,4314,0,693,100390000,100450093,"3,9 + 0","4,5 + 93",Oberleitung,Gz-Bahn,ab 50 bis 100 km/h,Müllheim - Neuenburg,eingleisig,Nebenbahn, , ,,
6180,xka_mrk_830,1240,2,371,129060044,129100015,"290,6 + 44","291,0 + 15",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Hamburg Hbf - Hamburg-Altona,zweigleisig,Hauptbahn, , ,,
6181,xka_mrk_830,4322,0,805,141400018,141480021,"414,0 + 18","414,8 + 21",Oberleitung,Pz/Gz-Bahn,bis 50 km/h,Konstanz - Konstanz Grenze,eingleisig,Nebenbahn, , ,,
6182,xka_mrk_830,6420,0,140,101070000,101080040,"10,7 + 0","10,8 + 40",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köthen - Aschersleben,zweigleisig,Hauptbahn, , ,,
6183,xka_mrk_830,3400,0,3500,102400000,102750000,"24,0 + 0","27,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn, , ,,
6184,xka_mrk_830,6110,0,1067,114100013,114200080,"141,0 + 13","142,0 + 80",Oberleitung,Pz/Gz-Bahn,bis 50 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn, , ,,
6185,xka_mrk_830,1240,2,685,129100015,129170000,"291,0 + 15","291,7 + 0",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Hamburg Hbf - Hamburg-Altona,zweigleisig,Hauptbahn, , ,,
6186,xka_mrk_830,1252,0,10,100290082,100290092,"2,9 + 82","2,9 + 92",Oberleitung,Gz-Bahn, ,Hamburg Unterelbe - Seehafen,eingleisig,Nebenbahn, , ,,
6187,xka_mrk_830,6110,0,428,114200080,114250008,"142,0 + 80","142,5 + 8",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn, , ,,
6188,xka_mrk_830,3400,0,1000,102750000,102850000,"27,5 + 0","28,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn, , ,,
6189,xka_mrk_830,6420,0,3557,101080040,101440000,"10,8 + 40","14,4 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köthen - Aschersleben,zweigleisig,Hauptbahn, , ,,
6190,xka_mrk_830,5502,0,10,102980023,102980033,"29,8 + 23","29,8 + 33",Oberleitung,Pz/Gz-Bahn, ,Dachau - Altomünster,eingleisig,Nebenbahn, , ,,
6191,xka_mrk_830,3400,0,3610,102850000,103210010,"28,5 + 0","32,1 + 10",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn, , ,,
6192,xka_mrk_830,6110,0,752,114250008,114320060,"142,5 + 8",143.2 +    60,Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn, ,Fehllänge ankommend,,
6193,xka_mrk_830,1240,2,25,129280000,129280025,"292,8 + 0","292,8 + 25",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Hamburg Hbf - Hamburg-Altona,zweigleisig,Hauptbahn, , ,,
6194,xka_mrk_830,1253,0,5,100050024,100050029,"0,5 + 24","0,5 + 29",Oberleitung,Gz-Bahn,bis 50 km/h,HH Süderelbbr. - Dradenau,eingleisig,Nebenbahn, , ,,
6195,xka_mrk_830,6110,0,0,114320060,114330000,143.2 +    60,143.3 +     0,Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn,Fehllänge ankommend,Fehllänge abgehend,,
6196,xka_mrk_830,2600,0,200,100390000,100410000,"3,9 + 0","4,1 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Köln - Aachen (DB-Grenze),zweigleisig,Hauptbahn, , ,,
6197,xka_mrk_830,1253,0,464,100050029,100090093,"0,5 + 29","0,9 + 93",Oberleitung,Gz-Bahn,bis 50 km/h,HH Süderelbbr. - Dradenau,zweigleisig,Nebenbahn, , ,,
6198,xka_mrk_830,2600,0,1500,100410000,100560000,"4,1 + 0","5,6 + 0",Oberleitung,Pz/Gz-Bahn,ab 160 bis 200 km/h,Köln - Aachen (DB-Grenze),zweigleisig,Hauptbahn, , ,,
6199,xka_mrk_830,3400,0,890,103210010,103300000,"32,1 + 10","33,0 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn, , ,,
6200,xka_mrk_830,4322,0,214,141480021,141500035,"414,8 + 21","415,0 + 35",Oberleitung,Pz/Gz-Bahn, ,Konstanz - Konstanz Grenze,eingleisig,Nebenbahn, , ,,
6201,xka_mrk_830,6110,0,400,114330000,114370000,143.3 +     0,"143,7 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn,Fehllänge abgehend, ,,
6202,xka_mrk_830,6420,0,600,101440000,101500000,"14,4 + 0","15,0 + 0",nicht elektrifiziert,Pz/Gz-Bahn,bis 50 km/h,Köthen - Aschersleben,zweigleisig,Hauptbahn, , ,,
6203,xka_mrk_830,6110,0,1100,114370000,114480000,"143,7 + 0","144,8 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn, , ,,
6204,xka_mrk_830,6420,0,6904,101500000,102190000,"15,0 + 0","21,9 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köthen - Aschersleben,zweigleisig,Hauptbahn, , ,,
6205,xka_mrk_830,1254,0,459,100050034,100090093,"0,5 + 34","0,9 + 93",Oberleitung,Gz-Bahn,bis 50 km/h,HH-Wilhelmsbg. - Hohe Schaar S,eingleisig,Nebenbahn, , ,,
6206,xka_mrk_830,3400,0,2500,103300000,103550000,"33,0 + 0","35,5 + 0",Oberleitung,Pz/Gz-Bahn,ab 100 bis 120 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn, , ,,
6207,xka_mrk_830,2600,0,700,100560000,100630000,"5,6 + 0","6,3 + 0",Oberleitung,Pz/Gz-Bahn,ab 200 bis 250 km/h,Köln - Aachen (DB-Grenze),zweigleisig,Hauptbahn, , ,,
6208,xka_mrk_830,6110,0,24900,114480000,116970000,"144,8 + 0","169,7 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn, , ,,
6209,xka_mrk_830,1240,0,41,129280025,129280066,"292,8 + 25","292,8 + 66",Stromschiene,S-Bahn,ab 50 bis 100 km/h,Hamburg Hbf - Hamburg-Altona,eingleisig,Hauptbahn, , ,,
6210,xka_mrk_830,5503,0,433,100000017,100040050,"0,0 + 17","0,4 + 50",Oberleitung,Pz/Gz-Bahn,bis 50 km/h,München - Augsburg,zweigleisig,Hauptbahn, , ,,
6211,xka_mrk_830,6420,0,700,102190000,102260000,"21,9 + 0","22,6 + 0",nicht elektrifiziert,Pz/Gz-Bahn,ab 50 bis 100 km/h,Köthen - Aschersleben,zweigleisig,Hauptbahn, , ,,
6212,xka_mrk_830,6110,0,24900,114480000,116970000,"144,8 + 0","169,7 + 0",Oberleitung,Pz/Gz-Bahn,ab 120 bis 160 km/h,Potsd Griebnitzsee - Eilsleben,zweigleisig,Hauptbahn, , ,,
6213,xka_mrk_830,2600,0,28004,100630000,103430000,"6,3 + 0","34,3 + 0",Oberleitung,Pz/Gz-Bahn,ab 200 bis 250 km/h,Köln - Aachen (DB-Grenze),zweigleisig,Hauptbahn, , ,,
6214,xka_mrk_830,3400,0,1900,103550000,103740000,"35,5 + 0","37,4 + 0",Oberleitung,Pz/Gz-Bahn,ab 50 bis 100 km/h,Schifferstadt - Berg,zweigleisig,Hauptbahn, , ,,
