"nameCompany","streetAddress","postalCode","addressLocality"
"Norma","Grevesmühlener Str. 29","23942","Dassow"
"Norma","Memelstr. 12","23554","Lübeck"
"Norma","Elisabethstr. 22","23701","Eutin"
"Norma","Kirchtor 13","24601","Wankendorf"
"Norma","Fuldaer Str. 9A","36129","Gersfeld"
"Norma","Hanauer Str. 18","36381","Schlüchtern"
"Norma","Eisenacher Str. 25","36142","Tann"
"Norma","Justus-Liebig-Str. 1","36100","Petersberg"
"Norma","Franfurter Str. 39","36043","Fulda"
"Norma","Weimarer Str. 21/23","36039","Fulda"
"Norma","Lehnerzer Str. 6","36039","Fulda"
"Norma","Josefstr. 16","36088","Hünfeld"
"Norma","Zufahrtsstr. 1A","36460","Merkers"
"Norma","Bahnhofstr. 35","36110","Schlitz"
"Norma","Marktstr. 35","36132","Eiterfeld"
"Norma","Hönebacher Str. 34","36289","Friedewald"
"Norma","Alsfelder Str. 3","36251","Bad"
"Norma","Butzbacher Str. 6","35516","Münzenberg"
"Norma","Frankfurter Str. 346","35398","Giessen"
"Norma","Nürnberger Str. 61-65","36199","Lispenhausen"
"Norma","Wingert 17","35396","Gießen"
"Norma","Marktstr. 1","35460","Staufenberg"
"Norma","Heubergstr. 2","37269","Eschwege"
"Norma","Grüner Weg 2","35792","Löhnberg"
"Norma","Unterm Flecken 4","35794","Mengerskirchen"
"Norma","Bürgermeisterwiese 8","35745","Herborn"
"Norma","Hausener Weg 45","37339","Worbis"
"Norma","Holzweg 7","37308","Heilbad"
"Norma","Theodor-Haubach-Str. 1","34132","Kassel"
"Norma","Zorger Str. 5","37445","Walkenried"
"Norma","Sandbrink 1","38877","Oberharz"
"Norma","Rosentalstr. 18","38899","Oberharz"
"Norma","Rathmannsdorfer Str. 12","39439","Güsten"
"Norma","Karl-Zerbst-Str. 28","38889","Blankenburg"
"Norma","Richard-Wagner-Str. 39-41","38820","Halberstadt"
"Norma","Friedensplatz 2","39397","Gröningen"
"Norma","Moskauer Str. 21","39218","Schönebeck"
"Norma","Zimmererstr. 13","39218","Schönebeck"
"Norma","Karither Str. 29","39245","Gommern"
"Norma","Alt Salbke 96","39122","Magdeburg"
"Norma","Werner von Siemens Ring 1-2","39116","Magdeburg"
"Norma","Leipziger Chaussee 61","39120","Magdeburg"
"Norma","Halberstädter Chaussee 55-65","39116","Magdeburg"
"Norma","Brenneckestr. 42","39118","Magdeburg"
"Norma","Braunschweiger Str. 22-24","39112","Magdeburg"
"Norma","Seestr. 6","39114","Magdeburg"
"Norma","Halberstädter Str. 21","39112","Magdeburg"
"Norma","Münchentor 33","39279","Möckern"
"Norma","Große Diesdorfer Str. 162","39110","Magdeburg"
"Norma","Grätzer Str. 36-39","39291","Möckern"
"Norma","Silberschlagstr. 10","39128","Magdeburg"
"Norma","Büddenstedter Str. 12","38364","Schöningen"
"Norma","Niederndodeleber Str. 2","39167","Hohe"
"Norma","Breiteweg 110","39179","Barleben"
"Norma","August-Bebel-Damm 60","39126","Magdeburg"
"Norma","Seegrabenstr. 1","39326","Wolmirstedt"
"Norma","Birkholzer Chaussee 3","39517","Tangerhütte"
"Norma","Alte Landstr. 2","38524","Sassenburg"
"Norma","Alter Damm 1","30419","Hannover"
"Norma","Dr.-Kurt-Schumacher-Str. 13","39576","Stendal"
"Norma","Scharnhorststr. 11B","39576","Stendal"
"Norma","Am Hegefeld 3E","38486","Klötze"
"Norma","Alte Bahnhofstr. 5","39624","Kalbe"
"Norma","Ballerstedter Str. 65","39606","Osterburg"
"Norma","Neustädter Str. 31","39539","Havelberg"
"Norma","Eich 4A","42929","Wermelskirchen"
"Norma","Konrad-Adenauer-Str. 63","42651","Solingen"
"Norma","Wichlinghauser Markt 19","42277","Wuppertal"
"Norma","Bonner Str. 42-44","42697","Solingen"
"Norma","Gräfrather Str. 188","42329","Wuppertal"
"Norma","Gleiwitzstr. 259","44328","Dortmund"
"Norma","Schneidemühler Str. 11","40599","Düsseldorf"
"Norma","Im Bruchfeld 36","45525","Hattingen"
"Norma","Lindenhorster Str. 244","44339","Dortmund"
"Norma","Corneliusstr. 95","40215","Düsseldorf"
"Norma","Eickeler Str. 15","44651","Herne"
"Norma","Further Str. 133","41462","Neuss"
"Norma","Karl-Meyer-Str. 7","45884","Gelsenkirchen"
"Norma","Amelandstr. 17","45665","Recklinghausen"
"Norma","Kohlenweg 35","41189","Mönchengladbach"
"Norma","Wickrather Str. 117","41236","Mönchengladbach"
"Norma","Hubertusstr. 148","41239","Mönchengladbach"
"Norma","Viktoriastr. 55","41061","Mönchengladbach"
"Norma","Bahnstr. 50","47877","Willich"
"Norma","Fichtenstr. 1","41836","Hückelhoven"
"Norma","Hochstr. 51-53","45964","Gladbeck"
"Norma","Friedrich-Ebert-Str. 121","47226","Duisburg"
"Norma","Kölner Str. 235","47805","Krefeld"
"Norma","Max-Eyth-str. 3-7","46149","Oberhausen"
"Norma","Vestische Str. 210-214","46145","Oberhausen"
"Norma","Bleichpfad 1","47799","Krefeld"
"Norma","Marktstr. 72","47798","Krefeld"
"Norma","Am Schibsler Weg 1-5","41836","Hückelhoven"
"Norma","Spartastr. 32","41812","Erkelenz"
"Norma","Brabanter Str. 48-50","41849","Wassenberg"
"Norma","Venloer Str. 87","41751","Viersen"
"Norma","Hauptstr. 38","41366","Schwalmtal"
"Norma","Erler Str. 13","46514","Schermbeck"
"Norma","Legdener Str. 4","48720","Rosendahl"
"Norma","Nordbrocker Str. 50","46499","Hamminkeln"
"Norma","Münsterstr. 58","46414","Rhede"
"Norma","Marktstr. 27","47623","Kevelaer"
"Norma","Westend 31","46399","Bocholt"
"Norma","Bahnhofstr. 32","46459","Rees"
"Norma","Baumannshof 1","47551","Bedburg"
"Norma","Marie-Curie-Ring 11","55291","Saulheim"
"Norma","Barbarossaring 25-27","55118","Mainz"
"Norma","Jakob-Steffan-Str. 10","55122","Mainz"
"Norma","Schifferstr. 2-4","55218","Ingelheim"
"Norma","Salinenstr. 27","55543","Bad"
"Norma","Stromberger Str. 74","55413","Weiler"
"Norma","Kuseler Str. 11","55774","Baumholder"
"Norma","Am Markt 6","55494","Rheinböllen"
"Norma","Hauptstr. 387","55743","Idar"
"Norma","Sonnenhof 3","55469","Simmern"
"Norma","Tiefensteiner Str. 187","55743","Idar"
"Norma","H.-W.-Schmitz-Str. 3","56379","Singhofen"
"Norma","Emil-Thomas-Str. 5","55481","Kirchberg"
"Norma","Unten in der Aab 8","56154","Boppard"
"Norma","In der Sitters","55487","Sohren"
"Norma","Frankfurter Str. 47","56414","Wallmerod"
"Norma","Bahnallee 20","56410","Montabaur"
"Norma","Hunsrückhöhenstr. 1","56323","Waldesch"
"Norma","Auf der Klaus 1","56422","Wirges"
"Norma","Donatusstr. 6","54411","Hermeskeil"
"Norma","Arenberger Str. 22","56077","Koblenz"
"Norma","Poststr. 1","54424","Thalfang"
"Norma","Einkaufspark 2","56462","Höhn"
"Norma","Bahnhofsplatz 2","57299","Burbach"
"Norma","Koblenzer Str. 7A","56459","Langenhahn"
"Norma","Andernacher Str. 86","56070","Koblenz"
"Norma","Rübenacher Str. 102","56072","Koblenz"
"Norma","Am Laach 7","56253","Treis"
"Norma","Handwerkstr. 2","54470","Bernkastel"
"Norma","Bahnhofstr. 34","56294","Münstermaifeld"
"Norma","In der Weiherwies","54536","Kröv"
"Norma","Clemensstr. 21","56218","Mülheim"
"Norma","Saynische Str. 14","57567","Daaden"
"Norma","Poststr. 18","56269","Dierdorf"
"Norma","Bahnhofstr. 14","57586","Weitefeld"
"Norma","Hauptstr. 3","56575","Weißenthurm"
